average price,total_guests,total_nights,room type,type of meal,market segment type,month,year,booking status
78.3,2,2,Room_Type 1,Not Selected,Online,12.0,2018.0,Canceled
140.4,2,3,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
69.99,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
93.0,2,1,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
75.0,2,2,Room_Type 1,Not Selected,Online,1.0,2018.0,Not_Canceled
171.0,3,2,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
124.65,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
123.3,2,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
76.5,2,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
120.0,1,6,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
64.0,2,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
96.76,2,3,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
187.0,3,2,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
65.0,1,2,Room_Type 1,Meal Plan 1,Corporate,7.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,6.0,2018.0,Canceled
131.0,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
140.4,2,5,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
81.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
65.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
88.27,2,11,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
123.3,3,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
80.75,2,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
0.0,1,2,Room_Type 1,Meal Plan 1,Complementary,9.0,2018.0,Not_Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
96.3,2,2,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
101.0,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
116.75,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Canceled
70.0,2,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Canceled
158.0,2,1,Room_Type 1,Not Selected,Online,9.0,2018.0,Not_Canceled
108.0,1,2,Room_Type 4,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
109.8,3,3,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
75.0,2,2,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
72.0,2,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
120.5,3,2,Room_Type 4,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
40.0,1,1,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
82.45,2,7,Room_Type 4,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
126.0,2,1,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,6.0,2018.0,Canceled
80.75,2,5,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
80.24,2,7,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
72.25,2,4,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
89.25,2,4,Room_Type 1,Not Selected,Online,5.0,2018.0,Canceled
87.3,2,1,Room_Type 4,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
85.0,2,3,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
133.6,3,1,Room_Type 4,Meal Plan 1,Offline,10.0,2018.0,Canceled
52.0,2,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
163.18,1,1,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Canceled
110.0,1,2,Room_Type 4,Meal Plan 1,Aviation,10.0,2018.0,Not_Canceled
75.0,1,3,Room_Type 1,Not Selected,Online,11.0,2017.0,Not_Canceled
78.52,2,3,Room_Type 2,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
90.0,2,5,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
90.67,2,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
69.53,2,1,Room_Type 2,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
105.0,3,3,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
155.25,2,4,Room_Type 6,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
111.6,1,2,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
100.5,2,3,Room_Type 1,Not Selected,Online,8.0,2018.0,Canceled
124.5,2,3,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
185.0,2,1,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
147.6,3,2,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
87.0,1,2,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
100.0,1,3,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Canceled
92.7,1,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
87.78,2,4,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
214.0,2,4,Room_Type 6,Meal Plan 1,Online,6.0,2018.0,Canceled
204.0,2,6,Room_Type 4,Meal Plan 2,Online,6.0,2018.0,Not_Canceled
80.75,2,4,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
81.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
120.0,2,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
150.3,3,4,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
104.49,2,2,Room_Type 1,Not Selected,Online,5.0,2018.0,Canceled
114.0,1,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
91.0,1,2,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Not_Canceled
90.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Canceled
140.4,2,3,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
134.83,2,6,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
73.0,2,1,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
118.8,2,3,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Canceled
96.9,2,5,Room_Type 4,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
103.0,1,1,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
97.33,2,6,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Canceled
58.9,2,2,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
132.18,3,8,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
85.5,2,1,Room_Type 1,Not Selected,Online,6.0,2018.0,Canceled
0.0,2,0,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Canceled
90.0,1,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
112.5,1,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,11.0,2017.0,Not_Canceled
137.57,2,3,Room_Type 4,Meal Plan 2,Online,9.0,2018.0,Not_Canceled
88.76,2,3,Room_Type 2,Meal Plan 1,Online,8.0,2018.0,Canceled
63.0,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Canceled
217.75,3,10,Room_Type 7,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
117.9,2,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
96.3,2,2,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
105.0,2,4,Room_Type 1,Meal Plan 2,Offline,5.0,2018.0,Not_Canceled
36.25,1,3,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
148.0,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
99.0,2,1,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
121.8,2,3,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Canceled
132.3,1,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
149.4,2,5,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
114.5,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
69.92,2,3,Room_Type 2,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
0.0,1,1,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
110.0,1,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
90.0,2,6,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
128.5,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
115.0,1,2,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
278.0,4,4,Room_Type 6,Meal Plan 2,Online,6.0,2018.0,Not_Canceled
140.33,2,6,Room_Type 1,Not Selected,Online,9.0,2017.0,Not_Canceled
81.9,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
72.25,2,5,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Canceled
155.0,4,1,Room_Type 6,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
71.4,2,7,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
89.0,1,1,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,7.0,2017.0,Canceled
80.0,1,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,11.0,2017.0,Not_Canceled
110.0,1,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
96.9,3,5,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
199.3,4,3,Room_Type 6,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
149.25,2,5,Room_Type 1,Meal Plan 2,Online,8.0,2018.0,Canceled
68.0,1,7,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
88.0,1,1,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
221.0,4,4,Room_Type 6,Meal Plan 1,Online,5.0,2018.0,Canceled
80.0,1,2,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Canceled
81.9,2,5,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
94.5,2,2,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
0.0,2,1,Room_Type 1,Meal Plan 1,Complementary,10.0,2018.0,Not_Canceled
72.9,1,3,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Canceled
114.3,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
109.0,2,1,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,1.0,2018.0,Not_Canceled
72.0,1,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
38.67,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2018.0,Canceled
118.8,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
137.0,2,5,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Canceled
124.0,2,5,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
93.6,2,2,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
80.3,2,3,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
79.36,2,5,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
75.0,1,3,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
82.45,2,4,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Canceled
133.0,2,2,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
65.0,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Canceled
119.0,2,2,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
96.3,2,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
96.79,2,4,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
118.19,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
114.75,3,4,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
174.25,2,4,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
67.32,2,2,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
87.55,2,5,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
139.0,2,1,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
97.0,2,1,Room_Type 1,Not Selected,Online,3.0,2018.0,Canceled
80.75,2,4,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
127.0,3,3,Room_Type 4,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,11.0,2017.0,Not_Canceled
46.63,1,10,Room_Type 1,Meal Plan 1,Online,11.0,2017.0,Not_Canceled
116.45,2,5,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
224.67,2,3,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Canceled
72.0,2,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
88.83,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
72.25,2,4,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
88.0,2,1,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
116.7,3,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
86.5,2,2,Room_Type 2,Meal Plan 1,Online,7.0,2018.0,Canceled
0.0,1,0,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
72.25,2,3,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
152.1,3,1,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
95.4,2,4,Room_Type 1,Not Selected,Online,5.0,2018.0,Canceled
139.95,2,4,Room_Type 5,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
220.53,4,4,Room_Type 6,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
153.3,3,3,Room_Type 6,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
79.4,2,2,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
80.75,2,5,Room_Type 1,Not Selected,Online,7.0,2018.0,Canceled
121.5,3,2,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
78.1,2,4,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,9.0,2017.0,Not_Canceled
80.47,1,2,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
86.0,1,4,Room_Type 5,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
117.68,1,4,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
119.0,2,2,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
65.0,2,3,Room_Type 2,Meal Plan 1,Offline,8.0,2017.0,Not_Canceled
180.63,4,4,Room_Type 6,Meal Plan 1,Online,4.0,2018.0,Canceled
60.0,2,4,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
77.73,2,9,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
110.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
150.3,3,5,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
70.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
134.1,3,1,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
88.0,2,3,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
69.0,2,4,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
63.75,2,4,Room_Type 1,Not Selected,Online,3.0,2018.0,Not_Canceled
0.0,1,2,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
114.75,2,9,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
112.2,2,4,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
54.75,2,4,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
95.48,2,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
84.0,2,5,Room_Type 4,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
65.0,2,1,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
89.25,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,12.0,2017.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,7.0,2017.0,Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Canceled
109.8,3,3,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
109.8,2,2,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
159.3,3,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
154.8,3,2,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Canceled
65.0,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
99.45,2,6,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
63.1,1,2,Room_Type 1,Not Selected,Online,1.0,2018.0,Not_Canceled
81.81,4,4,Room_Type 2,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
85.5,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
61.0,2,5,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
90.9,1,3,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
119.85,2,5,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,6.0,2018.0,Canceled
115.0,1,4,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
117.0,2,4,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Canceled
79.2,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
72.75,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
72.4,2,1,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
92.0,1,3,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
118.8,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
182.34,4,5,Room_Type 6,Meal Plan 1,Online,9.0,2018.0,Canceled
130.0,2,2,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
72.25,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
96.9,1,3,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
94.5,2,2,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
85.0,2,1,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
96.9,2,6,Room_Type 4,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
108.0,2,3,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
119.85,2,7,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
87.0,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
111.0,2,2,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
75.0,2,2,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
123.25,2,4,Room_Type 1,Meal Plan 2,Online,10.0,2018.0,Not_Canceled
89.3,2,1,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
155.7,3,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
62.18,2,4,Room_Type 1,Not Selected,Online,4.0,2018.0,Canceled
110.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
100.0,1,4,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
124.0,3,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
76.0,1,4,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
113.0,2,4,Room_Type 1,Meal Plan 2,Online,9.0,2017.0,Not_Canceled
85.0,2,2,Room_Type 1,Meal Plan 1,Corporate,12.0,2018.0,Not_Canceled
90.96,2,5,Room_Type 4,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
114.3,2,3,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
116.1,2,3,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
118.15,2,4,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
81.75,2,4,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
0.0,1,1,Room_Type 1,Meal Plan 1,Complementary,9.0,2017.0,Not_Canceled
143.0,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
124.0,2,1,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Corporate,10.0,2017.0,Not_Canceled
124.0,2,1,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
105.4,3,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
105.3,2,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
106.2,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
85.0,2,4,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
63.36,2,3,Room_Type 1,Not Selected,Online,2.0,2018.0,Canceled
100.0,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
74.25,2,4,Room_Type 1,Not Selected,Online,12.0,2017.0,Not_Canceled
77.0,1,1,Room_Type 1,Meal Plan 1,Corporate,11.0,2018.0,Not_Canceled
131.0,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
49.07,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Not_Canceled
126.9,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
73.95,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
90.0,2,2,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
85.59,2,4,Room_Type 4,Meal Plan 1,Online,11.0,2017.0,Not_Canceled
110.5,1,5,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
129.2,2,4,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
73.0,1,2,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
138.6,2,7,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Canceled
110.0,2,3,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Canceled
106.0,2,4,Room_Type 1,Meal Plan 2,Offline,4.0,2018.0,Canceled
102.0,1,5,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
233.1,4,4,Room_Type 6,Meal Plan 2,Online,8.0,2018.0,Canceled
109.8,3,2,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
68.0,2,5,Room_Type 4,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
66.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
129.0,2,2,Room_Type 1,Not Selected,Online,8.0,2018.0,Canceled
117.9,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
96.3,2,2,Room_Type 1,Meal Plan 1,Online,11.0,2017.0,Not_Canceled
123.3,2,2,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
96.9,3,7,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
120.0,2,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
94.94,2,3,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
83.9,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
70.0,2,5,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
60.0,2,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
79.92,1,5,Room_Type 1,Meal Plan 2,Online,12.0,2018.0,Canceled
65.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Canceled
19.15,2,5,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Canceled
114.3,2,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
132.3,2,2,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
135.0,2,1,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
65.0,2,2,Room_Type 1,Meal Plan 1,Corporate,9.0,2017.0,Not_Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Corporate,7.0,2018.0,Not_Canceled
161.15,2,4,Room_Type 1,Meal Plan 1,Corporate,11.0,2018.0,Not_Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Canceled
153.0,2,3,Room_Type 6,Not Selected,Online,8.0,2017.0,Canceled
81.55,2,2,Room_Type 1,Not Selected,Online,3.0,2018.0,Not_Canceled
92.65,2,4,Room_Type 5,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
105.3,2,2,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
192.0,4,5,Room_Type 6,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
